ages   ,list_price            ,num_reviews ,piece_count ,play_star_rating ,set_id  ,review_difficulty ,set_name                                                  ,star_rating ,theme_name                            ,val_star_rating ,country
5-Feb  ,  21.899              ,            ,         19 ,                 ,  10832 ,                  ,Birthday Picnic                                           ,            ,DUPLO®                                ,                ,FI
5-Feb  ,  21.899              ,          1 ,         15 ,             3   ,  10809 ,Easy              ,Police Patrol                                             ,        4   ,DUPLO®                                ,            3   ,FI
1½-3   ,  21.899              ,            ,         41 ,                 ,  10862 ,                  ,My First Celebration                                      ,            ,DUPLO®                                ,                ,FI
1½-5   ,  21.899              ,         15 ,          1 ,             4.4 ,   2304 ,Easy              ,Green LEGO® DUPLO® Baseplate                              ,        4   ,DUPLO®                                ,            3.3 ,FI
5-Feb  ,  15.799000000000001  ,            ,         16 ,                 ,  10870 ,                  ,Farm Animals                                              ,            ,DUPLO®                                ,                ,FI
5-Feb  ,  15.799000000000001  ,          2 ,         15 ,             5   ,  10838 ,Very Easy         ,Family Pets                                               ,        5   ,DUPLO®                                ,            5   ,FI
1½-3   ,  15.799000000000001  ,            ,         18 ,                 ,  10858 ,                  ,My First Puzzle Pets                                      ,            ,DUPLO®                                ,                ,FI
1½-3   ,   6.039              ,            ,          6 ,                 ,  10851 ,                  ,My First Bus                                              ,            ,DUPLO®                                ,                ,FI
1½-3   ,   6.039              ,            ,          6 ,                 ,  10860 ,                  ,My First Race Car                                         ,            ,DUPLO®                                ,                ,FI
1½-3   ,   6.039              ,            ,          6 ,                 ,  10859 ,                  ,My First Ladybug                                          ,            ,DUPLO®                                ,                ,FI
12-Sep ,  91.439              ,          2 ,        646 ,             5   ,  41194 ,                  ,Noctura's Tower & the Earth Fox Rescue                    ,        4.5 ,Elves                                 ,            3   ,FI
12-Aug ,  60.93899999999999   ,          2 ,        451 ,             4.5 ,  41193 ,Average           ,Aira & the Song of the Wind Dragon                        ,        5   ,Elves                                 ,            4.5 ,FI
12-Aug ,  42.638999999999996  ,          2 ,        360 ,             4   ,  41192 ,Average           ,Azari & the Fire Lion Capture                             ,        4   ,Elves                                 ,            3.5 ,FI
12-Jul ,  36.539              ,          2 ,        205 ,             5   ,  41191 ,Average           ,Naida & the Water Turtle Ambush                           ,        5   ,Elves                                 ,            5   ,FI
12-Jul ,  21.899              ,          2 ,        149 ,             5   ,  41190 ,Easy              ,Emily Jones & the Eagle Getaway                           ,        5   ,Elves                                 ,            5   ,FI
12-Aug , 103.639              ,          1 ,        695 ,                 ,  41188 ,                  ,Breakout from the Goblin King's Fortress                  ,        5   ,Elves                                 ,                ,FI
12-Aug ,  73.139              ,          6 ,        460 ,             4.5 ,  41187 ,Average           ,Rosalyn's Healing Hideout                                 ,        4.3 ,Elves                                 ,            4.2 ,FI
12-Aug ,  42.638999999999996  ,          8 ,        339 ,             4.3 ,  41183 ,Average           ,The Goblin King's Evil Dragon                             ,        4.3 ,Elves                                 ,            4.4 ,FI
12-Jul ,  30.439              ,          2 ,        145 ,             5   ,  41186 ,Average           ,Azari & the Goblin Forest Escape                          ,        5   ,Elves                                 ,            3.5 ,FI
12-Aug , 146.339              ,         17 ,       1124 ,             4.8 ,  41130 ,Average           ,Amusement Park Roller Coaster                             ,        4.8 ,Friends                               ,            4.5 ,FI
12-Jul , 121.939              ,          4 ,        871 ,             5   ,  41318 ,Average           ,Heartlake Hospital                                        ,        4.8 ,Friends                               ,            4   ,FI
12-Jun , 103.639              ,          8 ,        722 ,             4.6 ,  41340 ,Average           ,Friendship House                                          ,        4   ,Friends                               ,            4   ,FI
